tgl_panen_terakhir,tgl_panen,umur_tanaman,musim,suhu,jenis_tanah,jumlah_pemupukan,luas_lahan,jumlah_batang,hasil_panen
2023-01-14 00:00:00,2023-01-27 00:00:00,17,kemarau,28.945320664415867,tanah liat,217.63219482880623,8.740639847051096,1048,13.941073419723395
2023-01-14 00:00:00,2023-01-29 00:00:00,13,kemarau,30.378043599427563,lempung,255.78432672976174,6.396133271738092,767,8.928534987458232
2023-01-14 00:00:00,2023-01-29 00:00:00,9,hujan,25.778096299265616,lempung,138.3008943402007,7.934429293612885,952,13.356980506599218
2023-01-15 00:00:00,2023-01-28 00:00:00,3,kemarau,28.250793257165427,tanah berpasir,135.60667814038592,3.196821091532419,383,3.7387864763569243
2023-01-16 00:00:00,2023-01-31 00:00:00,21,kemarau,26.274565404523692,lempung,442.0533525355961,6.317053352709422,758,6.804652539992396
2023-01-15 00:00:00,2023-01-30 00:00:00,21,hujan,20.724808501812113,tanah berpasir,406.15864180052773,8.659852251453827,1039,8.849846052428678
2023-01-15 00:00:00,2023-01-28 00:00:00,25,kemarau,28.961166223079978,lempung,404.3335549872137,9.374298407030548,1124,8.654610451558586
2023-01-16 00:00:00,2023-01-29 00:00:00,20,hujan,26.91437930706813,tanah berpasir,495.781601322918,8.938504061433228,1072,5.726056358489334
2023-01-16 00:00:00,2023-01-30 00:00:00,1,hujan,34.89731802676964,lempung,133.5791865889741,8.3734162317045,1004,7.929857915097117
2023-01-14 00:00:00,2023-01-28 00:00:00,4,kemarau,25.887427659681634,lempung,133.1985804275189,7.9527070865438825,954,3.597974205171751
2023-01-15 00:00:00,2023-01-28 00:00:00,15,kemarau,21.987727090817245,tanah berpasir,210.55190907287843,2.4469004871590236,293,3.613030696468611
2023-01-15 00:00:00,2023-01-30 00:00:00,14,hujan,30.199938660002957,tanah berpasir,262.17316322939166,3.5382598598374675,424,6.340008539391354
2023-01-14 00:00:00,2023-01-28 00:00:00,20,kemarau,27.26385138447341,tanah liat,485.2563374535208,9.867534403262518,1184,11.073214838371245
2023-01-16 00:00:00,2023-01-29 00:00:00,7,hujan,33.865662049996104,lempung,140.82403920452902,3.7368212327687447,448,6.6503771409795025
2023-01-15 00:00:00,2023-01-29 00:00:00,13,kemarau,22.404233385796633,tanah berpasir,296.988204166871,5.601372772675313,672,4.545766948619719
2023-01-14 00:00:00,2023-01-28 00:00:00,9,kemarau,32.83165144577321,tanah berpasir,120.35777759881695,5.812400212014542,697,4.944976911056278
2023-01-16 00:00:00,2023-01-30 00:00:00,10,hujan,30.51542296451044,tanah liat,110.67000739598754,8.023108949635334,962,14.524452894839378
2023-01-14 00:00:00,2023-01-29 00:00:00,6,kemarau,22.918805930342195,lempung,115.05757412517268,3.5347507972352776,424,1.4654687858687825
2023-01-15 00:00:00,2023-01-29 00:00:00,11,kemarau,28.41295730485735,tanah berpasir,231.46240279566084,9.47926041564444,1137,13.412629382033899
2023-01-15 00:00:00,2023-01-29 00:00:00,2,kemarau,28.843001889958742,tanah berpasir,129.62365550529995,1.2955531471319017,155,1.604492902621962
2023-01-14 00:00:00,2023-01-27 00:00:00,19,kemarau,34.21892660537508,tanah berpasir,254.64526742635033,1.7574959536940242,210,0.9079035387845515
2023-01-14 00:00:00,2023-01-28 00:00:00,12,hujan,24.442324303621135,lempung,298.18302048527505,7.949653247916318,953,9.32658544200832
2023-01-14 00:00:00,2023-01-27 00:00:00,16,hujan,20.268600595463866,tanah liat,291.88086565904877,5.374294612859665,644,12.855480499395364
2023-01-14 00:00:00,2023-01-27 00:00:00,2,hujan,29.497077737015125,lempung,123.76405403588578,7.065761476380759,847,5.231464967343267
2023-01-15 00:00:00,2023-01-29 00:00:00,16,hujan,33.82884518886647,tanah liat,267.7178373531259,7.062000509123787,847,10.247258496458679
2023-01-16 00:00:00,2023-01-29 00:00:00,11,kemarau,20.24344307119085,tanah liat,273.18354003538826,8.999942396647839,1079,7.7664148969507885
2023-01-15 00:00:00,2023-01-28 00:00:00,15,hujan,23.277894084597705,tanah liat,232.52282222452922,9.934490288144206,1192,15.829334609040277
2023-01-14 00:00:00,2023-01-27 00:00:00,16,hujan,24.840548802316277,tanah berpasir,256.3627430829044,1.4508342023139438,174,1.6212615966673345
2023-01-16 00:00:00,2023-01-31 00:00:00,8,kemarau,27.476872129534367,tanah berpasir,135.01517873408193,4.4621408055095015,535,2.077371979002162
2023-01-15 00:00:00,2023-01-30 00:00:00,24,hujan,34.34245501151841,tanah berpasir,429.2316562413928,4.0756835111440015,489,8.421921853030812
2023-01-14 00:00:00,2023-01-28 00:00:00,5,hujan,21.750529552571187,tanah berpasir,107.76272675257486,8.281558333644735,993,15.87758385034394
2023-01-15 00:00:00,2023-01-30 00:00:00,17,hujan,25.996398696768722,tanah berpasir,218.5080605667761,4.423305791641771,530,6.146393029536116
2023-01-15 00:00:00,2023-01-30 00:00:00,14,kemarau,23.766125601466843,lempung,269.8637586246615,4.427526682275703,531,6.845000239848559
2023-01-15 00:00:00,2023-01-28 00:00:00,9,hujan,26.84658431070363,lempung,144.80970758248424,4.765744531446774,571,11.036534336158333
2023-01-15 00:00:00,2023-01-29 00:00:00,18,kemarau,20.14607649980753,lempung,283.057154784292,8.345478147383165,1001,8.072356105123133
2023-01-14 00:00:00,2023-01-28 00:00:00,21,kemarau,30.02460962969024,lempung,488.2015098322534,9.25166761996816,1110,13.080489318214383
2023-01-16 00:00:00,2023-01-31 00:00:00,18,kemarau,31.923876088642732,lempung,249.65328696210776,4.889030517039238,586,4.519495520881279
2023-01-15 00:00:00,2023-01-29 00:00:00,18,hujan,27.62696074371391,lempung,245.9220921507946,7.162930937332983,859,9.037609251012752
2023-01-16 00:00:00,2023-01-29 00:00:00,13,hujan,29.5253483508494,tanah liat,295.9114834667615,1.491543314057762,178,3.1494119332039427
2023-01-15 00:00:00,2023-01-28 00:00:00,23,hujan,33.97450383018449,tanah liat,419.49764358175145,5.853227690902331,702,10.873784713414087
2023-01-15 00:00:00,2023-01-30 00:00:00,5,kemarau,22.642257159411606,lempung,146.12265247973576,2.5216761974954824,302,2.3506965869851144
2023-01-16 00:00:00,2023-01-29 00:00:00,13,hujan,24.500135205802486,lempung,297.0568527413828,8.047802710067865,965,16.253993805155947
2023-01-16 00:00:00,2023-01-30 00:00:00,14,hujan,28.818484137260132,tanah liat,268.2922112522531,8.171617713943723,980,9.624525914954802
2023-01-16 00:00:00,2023-01-29 00:00:00,19,kemarau,31.09268528731822,lempung,293.1581900274844,7.279213418857737,873,7.372647920881708
2023-01-16 00:00:00,2023-01-30 00:00:00,22,kemarau,33.352575125627716,lempung,498.5052013254671,5.175977367997509,621,4.327757928889909
2023-01-15 00:00:00,2023-01-29 00:00:00,20,hujan,30.996129801339073,tanah liat,461.6932438442932,2.7278499476096196,327,2.2277622235395227
2023-01-16 00:00:00,2023-01-31 00:00:00,25,hujan,33.60551148449087,tanah liat,407.9934644977424,5.5620419013855535,667,12.00566706394681
2023-01-15 00:00:00,2023-01-30 00:00:00,11,hujan,26.638599058461445,tanah berpasir,270.30561937290327,7.727256989551104,927,7.6825085574421
2023-01-14 00:00:00,2023-01-27 00:00:00,22,kemarau,28.05761831331526,tanah berpasir,491.57336533545083,5.49400112754976,659,7.927155556925495
2023-01-16 00:00:00,2023-01-29 00:00:00,17,kemarau,30.205158304914356,tanah berpasir,212.673825583599,2.704648117698206,324,1.5628605193370513
2023-01-14 00:00:00,2023-01-27 00:00:00,22,hujan,27.2685812103569,tanah berpasir,476.1850010389449,4.586310278934072,550,5.454634533644868
2023-01-15 00:00:00,2023-01-29 00:00:00,8,kemarau,21.78531337183976,lempung,132.60257385818846,6.82433027375336,818,8.38466845325419
2023-01-15 00:00:00,2023-01-30 00:00:00,2,kemarau,30.874871065910916,tanah berpasir,113.62176344022892,5.24741091558554,629,2.2573378748308337
2023-01-14 00:00:00,2023-01-29 00:00:00,15,kemarau,34.31542550472847,lempung,224.48467704653743,3.9898299086446505,478,6.131745491034263
2023-01-14 00:00:00,2023-01-28 00:00:00,2,hujan,28.44768939933726,tanah berpasir,129.95579781331912,9.052953599144788,1086,16.38779429564751
2023-01-16 00:00:00,2023-01-29 00:00:00,4,hujan,26.501017527064647,tanah liat,147.41390854085193,5.697951371904036,683,11.937931536168957
2023-01-14 00:00:00,2023-01-27 00:00:00,4,kemarau,32.360304288999664,tanah berpasir,123.4113306237806,4.2173099162273004,506,2.6948244703624606
2023-01-15 00:00:00,2023-01-30 00:00:00,3,hujan,28.01988720668897,tanah berpasir,123.1134621214419,7.35103070038144,882,4.4284934541294865
2023-01-14 00:00:00,2023-01-27 00:00:00,7,hujan,30.453139228667382,tanah liat,132.75543746952118,2.1291110123954353,255,2.129534912887152
2023-01-15 00:00:00,2023-01-28 00:00:00,16,kemarau,33.08905760048956,tanah liat,259.15835317439155,6.75354153319747,810,3.130990926283687
2023-01-15 00:00:00,2023-01-30 00:00:00,5,kemarau,30.066962255662908,tanah berpasir,137.4569483517648,2.0567157398460236,246,2.2602189485781525
2023-01-14 00:00:00,2023-01-28 00:00:00,15,hujan,30.968308999633695,lempung,237.3549761503423,4.397637339147744,527,9.076415690371753
2023-01-14 00:00:00,2023-01-27 00:00:00,3,hujan,28.919804527441357,tanah liat,100.00028587864381,2.6505321526778745,318,6.09783298408634
2023-01-15 00:00:00,2023-01-28 00:00:00,10,hujan,20.249409387387608,tanah berpasir,116.46271198326129,7.4652123945090265,895,9.915129731101988
2023-01-14 00:00:00,2023-01-28 00:00:00,15,kemarau,27.922580072569247,tanah liat,278.2906176294319,8.777016269812085,1053,13.79284272183254
2023-01-16 00:00:00,2023-01-31 00:00:00,1,hujan,23.72633263541998,tanah berpasir,108.0826144872806,7.578019552824186,909,6.01196776811581
2023-01-14 00:00:00,2023-01-28 00:00:00,5,hujan,34.562773763800806,tanah liat,121.81292332333629,4.9107850504406025,589,8.335795174994223
2023-01-16 00:00:00,2023-01-30 00:00:00,4,hujan,23.271946224800054,tanah liat,132.11135050098736,6.845462440735997,821,5.945146046414291
2023-01-14 00:00:00,2023-01-29 00:00:00,24,kemarau,31.763467575983455,lempung,488.7055950991921,8.829829307786461,1059,4.373003528989952
2023-01-15 00:00:00,2023-01-29 00:00:00,23,hujan,24.585169712201786,tanah liat,444.02809909910815,5.071939090633466,608,11.654386681618305
2023-01-15 00:00:00,2023-01-29 00:00:00,5,hujan,33.177501801662956,tanah berpasir,141.47452577079747,7.114073703932894,853,15.745667100127001
2023-01-16 00:00:00,2023-01-30 00:00:00,16,hujan,26.666285839309868,tanah liat,294.068275181108,1.1637421777612509,139,1.225969233620429
2023-01-16 00:00:00,2023-01-29 00:00:00,1,kemarau,30.551181048557233,tanah berpasir,141.30515393987383,9.660389883250957,1159,8.376247598806906
2023-01-16 00:00:00,2023-01-31 00:00:00,21,hujan,21.914139624866742,lempung,408.9123254740167,1.0325409333874598,123,2.314320124814719
2023-01-16 00:00:00,2023-01-29 00:00:00,25,hujan,31.6229038175332,tanah berpasir,470.54107815093954,2.807559284587331,336,3.7114800408423534
2023-01-16 00:00:00,2023-01-31 00:00:00,19,hujan,21.629720612598444,tanah liat,272.85180462734064,9.428649153616185,1131,11.632758279266175
2023-01-14 00:00:00,2023-01-27 00:00:00,19,kemarau,30.655801892016115,lempung,250.57943647185368,2.159834696871673,259,2.7182776064220437
2023-01-14 00:00:00,2023-01-27 00:00:00,21,hujan,28.680407833786553,tanah liat,464.4971082437202,4.953106259710004,594,8.744792343037187
2023-01-16 00:00:00,2023-01-31 00:00:00,22,kemarau,30.188570681995074,tanah berpasir,480.5297994076761,2.96495444446515,355,1.3179312164667234
2023-01-15 00:00:00,2023-01-30 00:00:00,20,kemarau,34.62871945288775,lempung,479.3916531729351,1.772788270385918,212,1.323832048313867
2023-01-16 00:00:00,2023-01-29 00:00:00,17,hujan,23.09188185624649,lempung,228.74248670929697,7.058846789843309,847,7.089590987850825
2023-01-15 00:00:00,2023-01-29 00:00:00,13,kemarau,34.69251873413498,tanah berpasir,246.93938731693552,4.830496543681901,579,4.349747391135703
2023-01-15 00:00:00,2023-01-28 00:00:00,10,hujan,22.365779561364047,tanah liat,112.07905147276391,7.126287021116568,855,8.908318683834194
2023-01-14 00:00:00,2023-01-27 00:00:00,25,kemarau,34.591295518950695,tanah liat,401.3601164176069,9.874751259699295,1184,5.460540689302429
2023-01-14 00:00:00,2023-01-29 00:00:00,2,kemarau,20.14496225673542,tanah liat,138.72115836250512,2.7278361774102606,327,2.1407273396209203
2023-01-14 00:00:00,2023-01-29 00:00:00,9,kemarau,20.96480875744555,lempung,121.70092334507643,5.210375743950841,625,3.146542628006843
2023-01-15 00:00:00,2023-01-29 00:00:00,22,hujan,26.080529732362926,lempung,401.9056127712409,2.4089603998168174,289,4.715882543227732
2023-01-14 00:00:00,2023-01-28 00:00:00,4,kemarau,31.845690319215258,tanah berpasir,110.77623398869328,7.637454644276739,916,3.9849431911566713
2023-01-16 00:00:00,2023-01-29 00:00:00,4,kemarau,21.000990652688763,tanah berpasir,134.16395385989333,9.645356239068331,1157,12.769577521789763
2023-01-14 00:00:00,2023-01-28 00:00:00,14,hujan,33.775057102305425,tanah liat,209.40034029186884,5.447759993895187,653,11.389273815242456
2023-01-16 00:00:00,2023-01-29 00:00:00,22,hujan,22.425427982925797,lempung,440.83751718511394,4.294751948990592,515,4.432100045568381
2023-01-15 00:00:00,2023-01-28 00:00:00,7,kemarau,27.984796422318837,lempung,127.66031307057578,7.060970714969454,847,6.443624351939402
2023-01-14 00:00:00,2023-01-28 00:00:00,22,kemarau,30.53148978777668,tanah berpasir,429.6457134919756,3.581115129546775,429,1.9819786222629003
2023-01-14 00:00:00,2023-01-27 00:00:00,19,hujan,24.05112565276693,lempung,244.72526860595835,8.949838589518956,1073,15.629948018071538
2023-01-16 00:00:00,2023-01-29 00:00:00,24,hujan,32.219437635435746,tanah liat,489.0320679526533,3.3268222538872885,399,7.093895977519856
2023-01-16 00:00:00,2023-01-31 00:00:00,10,hujan,33.83045832832431,tanah berpasir,124.81330918315969,4.184805343578841,502,9.159795047560939
2023-01-14 00:00:00,2023-01-27 00:00:00,9,hujan,29.104622837621417,lempung,103.55348526947697,4.853100960277528,582,5.377011424426062
2023-01-16 00:00:00,2023-01-31 00:00:00,5,hujan,27.70701235128292,lempung,114.00724655438323,9.714588083018036,1165,8.904699143954385
2023-01-16 00:00:00,2023-01-30 00:00:00,18,kemarau,27.81972366018848,tanah liat,272.27607979734125,7.152627444477087,858,8.675824547488483
2023-01-16 00:00:00,2023-01-31 00:00:00,25,hujan,24.835290721997342,lempung,402.55849670077635,9.423743171946754,1130,10.421116740264633
2023-01-16 00:00:00,2023-01-30 00:00:00,4,kemarau,31.06664476596141,lempung,139.97034704871498,9.420146752930453,1130,11.439007796675503
2023-01-16 00:00:00,2023-01-31 00:00:00,11,kemarau,29.082134293870936,tanah liat,281.7486502999286,3.1068584184245367,372,1.3782692919984763
2023-01-16 00:00:00,2023-01-30 00:00:00,5,hujan,31.287975866443794,lempung,142.9183752881376,8.466441868692616,1015,14.28197369137333
2023-01-16 00:00:00,2023-01-30 00:00:00,4,kemarau,21.74711060624174,lempung,108.12882392723886,3.587834277077591,430,3.4541050176458237
2023-01-15 00:00:00,2023-01-29 00:00:00,16,kemarau,29.533930839364334,tanah liat,295.50511877149734,9.525044034300409,1143,8.479591031385745
2023-01-15 00:00:00,2023-01-28 00:00:00,15,kemarau,22.013109477390337,tanah liat,233.6884479896813,9.13877604400343,1096,4.750810177807472
2023-01-14 00:00:00,2023-01-27 00:00:00,4,kemarau,20.22752580979266,tanah berpasir,145.16827641839308,8.485060367375738,1018,13.427715014753293
2023-01-15 00:00:00,2023-01-30 00:00:00,25,kemarau,28.870636676665526,tanah berpasir,446.8145836433282,8.891797014539037,1067,7.911062562619515
2023-01-16 00:00:00,2023-01-31 00:00:00,3,hujan,21.588532106732618,tanah liat,134.90890607953435,7.313551632158273,877,14.60919458546135
2023-01-15 00:00:00,2023-01-30 00:00:00,9,kemarau,30.92355302514553,lempung,128.14765301385023,2.7943698736866747,335,2.477799085352327
2023-01-14 00:00:00,2023-01-29 00:00:00,9,kemarau,32.360115346005664,lempung,100.72412365931623,9.378539132132735,1125,6.984822494535209
2023-01-14 00:00:00,2023-01-29 00:00:00,10,kemarau,20.387311420838717,lempung,100.12457034879739,3.6706206908030636,440,5.275129157980564
2023-01-15 00:00:00,2023-01-29 00:00:00,17,hujan,28.67116616542638,tanah berpasir,222.08367867868716,2.319153588863668,278,1.4178729880797578
2023-01-15 00:00:00,2023-01-28 00:00:00,3,kemarau,30.739633337918377,tanah berpasir,143.89422104361304,3.508223833960499,420,4.668917664743209
2023-01-15 00:00:00,2023-01-29 00:00:00,5,kemarau,31.58640304570619,tanah liat,137.46883826322215,7.511673197701958,901,5.699781212550624
2023-01-16 00:00:00,2023-01-29 00:00:00,3,kemarau,21.6362726178491,tanah liat,117.29869620899125,5.540299733756213,664,8.33795788358054
2023-01-16 00:00:00,2023-01-29 00:00:00,24,hujan,29.73412070673157,lempung,493.0295969316974,9.67618453065598,1161,8.340215999642195
2023-01-15 00:00:00,2023-01-28 00:00:00,23,hujan,32.558490286093175,tanah berpasir,474.2991554394629,2.093526906364319,251,1.8571359453451097
2023-01-15 00:00:00,2023-01-28 00:00:00,19,hujan,26.302926351024126,lempung,219.4982630596057,9.131242513454815,1095,11.063327060186944
2023-01-15 00:00:00,2023-01-30 00:00:00,2,hujan,23.82701934941076,tanah liat,110.33855601791235,1.2914825759088833,154,2.853212561030598
2023-01-14 00:00:00,2023-01-28 00:00:00,24,hujan,27.867698135447178,tanah berpasir,423.17904814168725,3.804470002724447,456,3.9763387590372856
2023-01-14 00:00:00,2023-01-27 00:00:00,17,hujan,30.053459553858282,tanah berpasir,226.06559815805286,5.730749260419742,687,7.922242989848709
2023-01-16 00:00:00,2023-01-30 00:00:00,13,hujan,27.601334509916146,tanah berpasir,269.6081527134675,6.638759007314555,796,14.766030777039715
2023-01-16 00:00:00,2023-01-31 00:00:00,13,hujan,25.64011295337094,tanah liat,240.07217357746077,2.0827019719680955,249,1.9751507761213811
2023-01-15 00:00:00,2023-01-28 00:00:00,12,kemarau,29.943906946828307,tanah liat,277.36036793526296,5.471929790785637,656,7.259905786716321
2023-01-16 00:00:00,2023-01-31 00:00:00,3,hujan,23.02523040802454,tanah liat,111.96834823998027,4.516603560171578,541,3.7899403006707875
2023-01-14 00:00:00,2023-01-28 00:00:00,11,kemarau,27.686112238516703,tanah liat,214.64157993700854,7.603200324821656,912,8.789207382705372
2023-01-14 00:00:00,2023-01-28 00:00:00,25,hujan,33.30620166099852,tanah berpasir,476.7588845677672,5.760770415933791,691,5.489726821512912
2023-01-16 00:00:00,2023-01-29 00:00:00,16,kemarau,27.619891290888123,tanah berpasir,285.7317210289877,2.6486720299660687,317,3.707803950719434
2023-01-15 00:00:00,2023-01-30 00:00:00,11,kemarau,34.75596297787625,tanah liat,259.6793455430141,5.107442604246242,612,4.110125291589788
2023-01-16 00:00:00,2023-01-29 00:00:00,10,kemarau,28.761318146198704,tanah liat,110.60237504544054,6.40876425183426,769,7.765124858062044
2023-01-14 00:00:00,2023-01-28 00:00:00,20,hujan,20.503831127061332,lempung,449.5959006255701,4.484884885370174,538,6.660063731616899
2023-01-15 00:00:00,2023-01-28 00:00:00,23,hujan,21.068381372666703,tanah berpasir,414.4435217376004,3.720192922981315,446,6.4838739052206025
2023-01-14 00:00:00,2023-01-27 00:00:00,21,hujan,33.089378275391226,tanah berpasir,420.6039431948486,1.003458545745119,120,1.5872631845927965
2023-01-16 00:00:00,2023-01-30 00:00:00,8,hujan,31.078605575582333,tanah liat,136.15198117178585,1.702053309183602,204,1.2196660851872225
2023-01-16 00:00:00,2023-01-31 00:00:00,9,hujan,26.42826743663359,tanah berpasir,139.31180226917428,2.5204244624356376,302,5.006421950818884
2023-01-15 00:00:00,2023-01-29 00:00:00,22,hujan,33.69725981833605,tanah berpasir,496.7146367419756,2.167838881565088,260,3.995173759969684
2023-01-14 00:00:00,2023-01-29 00:00:00,15,hujan,33.59111295191198,tanah berpasir,268.33017268662576,5.877460451022432,705,6.395155796631692
2023-01-16 00:00:00,2023-01-29 00:00:00,21,kemarau,20.08664124587254,tanah berpasir,402.53111555403365,6.203191243812084,744,5.324619547254926
2023-01-15 00:00:00,2023-01-28 00:00:00,15,hujan,33.05554628960564,tanah liat,249.50535062473813,8.938518175187905,1072,12.048177280631736
2023-01-15 00:00:00,2023-01-28 00:00:00,4,kemarau,25.00702801809251,tanah liat,107.50386312222581,6.557944187940391,786,3.621416656479952
2023-01-15 00:00:00,2023-01-28 00:00:00,25,hujan,31.184787753708818,lempung,480.2744427518887,6.398063915751823,767,9.249976453579539
2023-01-15 00:00:00,2023-01-30 00:00:00,23,hujan,21.0624163757487,tanah liat,445.33816591027295,4.208441801376615,505,4.951605710706683
2023-01-15 00:00:00,2023-01-28 00:00:00,5,hujan,21.98891328567411,tanah berpasir,104.10812964013185,2.134022311223224,256,2.261156740269346
2023-01-15 00:00:00,2023-01-28 00:00:00,7,hujan,34.89072494589654,lempung,127.55147660476139,7.4863382406711105,898,12.382751552904894
2023-01-16 00:00:00,2023-01-31 00:00:00,22,kemarau,30.649164802940785,tanah berpasir,486.93214340698216,3.8959750979557097,467,5.053929267019839
2023-01-14 00:00:00,2023-01-27 00:00:00,25,hujan,32.815063529333464,tanah liat,458.7069493300219,4.961943317891242,595,6.405601158417301
2023-01-15 00:00:00,2023-01-30 00:00:00,23,kemarau,21.567735299402553,tanah berpasir,483.83429187811,3.4055968605620723,408,5.12741086817314
2023-01-16 00:00:00,2023-01-31 00:00:00,10,kemarau,34.3501720172428,tanah liat,102.6108718396809,3.1811680702092637,381,3.857646763647968
2023-01-16 00:00:00,2023-01-31 00:00:00,21,hujan,32.18359021651622,tanah berpasir,442.86239570074235,7.031298700785393,843,5.817055895712804
2023-01-15 00:00:00,2023-01-30 00:00:00,8,hujan,22.763556508808918,lempung,110.00473570985471,7.603707983762005,912,13.58147053357502
2023-01-16 00:00:00,2023-01-30 00:00:00,4,hujan,30.30660653046914,tanah berpasir,106.16249372088434,9.418840757134006,1130,10.642908664891054
2023-01-16 00:00:00,2023-01-31 00:00:00,7,hujan,33.41942605543583,tanah berpasir,147.19817435277776,2.6160367623334517,313,3.4486191275466904
2023-01-14 00:00:00,2023-01-27 00:00:00,25,kemarau,30.764983207932385,tanah liat,452.3264787200218,9.805093479551328,1176,10.544355478264391
2023-01-14 00:00:00,2023-01-29 00:00:00,8,kemarau,30.413208497954507,tanah liat,115.60507098130027,1.729361787714078,207,1.6507390822138384
2023-01-16 00:00:00,2023-01-30 00:00:00,3,hujan,30.339948133856268,tanah berpasir,118.93869454366212,6.620901909885161,794,7.323122819751276
2023-01-14 00:00:00,2023-01-27 00:00:00,23,kemarau,28.35635656484242,tanah berpasir,456.8192392063707,1.059511178529778,127,0.7975213991118688
2023-01-16 00:00:00,2023-01-30 00:00:00,2,hujan,29.12227474302928,lempung,146.40382140322245,7.288998896853923,874,10.195002632839993
2023-01-15 00:00:00,2023-01-28 00:00:00,12,hujan,30.96208880593643,tanah liat,257.20564666522665,3.0190470317759273,362,3.447217350932716
2023-01-16 00:00:00,2023-01-30 00:00:00,13,hujan,31.544362501027393,tanah liat,261.9985774705751,1.8658370572328609,223,1.262756757162834
2023-01-15 00:00:00,2023-01-28 00:00:00,24,kemarau,29.357968149692546,lempung,452.5830363448337,1.4788047875414914,177,1.0469039535051392
2023-01-16 00:00:00,2023-01-29 00:00:00,5,hujan,34.43829189377052,tanah liat,130.01730801894934,5.5026608303289155,660,9.288766587699213
2023-01-15 00:00:00,2023-01-29 00:00:00,3,kemarau,21.936754247593672,lempung,102.06424725884405,9.993297898710308,1199,13.951602667752722
2023-01-15 00:00:00,2023-01-29 00:00:00,15,kemarau,26.614035795600657,lempung,254.5968829095048,6.819779292922998,818,8.276712615069746
2023-01-15 00:00:00,2023-01-29 00:00:00,25,hujan,30.6739695269711,tanah berpasir,409.7310653363547,9.979047042426943,1197,9.316588899348732
2023-01-14 00:00:00,2023-01-29 00:00:00,19,kemarau,32.03056944612489,tanah liat,239.56078188600512,5.190654198860689,622,4.400586528873133
2023-01-15 00:00:00,2023-01-30 00:00:00,5,kemarau,32.457413601035405,tanah liat,136.41366616443048,2.414218645274003,289,3.2557514837343806
2023-01-15 00:00:00,2023-01-28 00:00:00,22,hujan,28.472039101947946,tanah liat,464.8834034854485,8.650910443971497,1038,14.015784498713623
2023-01-14 00:00:00,2023-01-29 00:00:00,25,kemarau,23.699856225055946,tanah liat,414.81568759981303,3.7023292882817973,444,5.613808637692852
2023-01-16 00:00:00,2023-01-30 00:00:00,13,hujan,33.86211697728891,tanah liat,264.72873157927154,6.539551189314574,784,6.658551131205173
2023-01-15 00:00:00,2023-01-28 00:00:00,16,hujan,34.18258440847171,tanah berpasir,294.09276683530624,7.514039807735886,901,8.662083300310318
2023-01-14 00:00:00,2023-01-27 00:00:00,25,hujan,34.94086876350955,tanah liat,403.5890768849825,4.452428105939063,534,9.925431653119231
2023-01-14 00:00:00,2023-01-28 00:00:00,19,kemarau,33.200523527083746,tanah liat,257.7029341041519,3.8239507309161267,458,5.794565159296103
2023-01-14 00:00:00,2023-01-28 00:00:00,16,kemarau,30.65070291256437,tanah liat,226.84640016845208,7.045259691912774,845,8.26589582068587
2023-01-14 00:00:00,2023-01-27 00:00:00,22,kemarau,30.27983533273791,lempung,496.22801999625625,9.90062697419285,1188,9.54399723528797
2023-01-14 00:00:00,2023-01-29 00:00:00,14,hujan,27.070770329123725,tanah liat,274.39935486640616,9.968602140647079,1196,18.019821456600944
